EpisodeID,Character,Replica
0,"Sheldon","Leonard, I am not expert here but I believe in the context of a luncheon invitation, you might want to skip the reference to bowel movements."
0,"Penny","Oh, you are inviting me over to eat?"
0,"Leonard","Uh, yes."
0,"Penny","Oh, that is so nice, I’d love to."
0,"Leonard","Great."
0,"Penny","So, what do you guys do for fun around here?"
0,"Sheldon","Well, today we tried masturbating for money."
0,"Scene","Sheldon and Leonard’s apartment."
0,"Leonard","Okay, well, make yourself at home."
0,"Penny","Okay, thankyou."
0,"Leonard","You are very welcome."
0,"Penny","This looks like some serious stuff, Leonard, did you do this?"
0,"Sheldon","Actually that is my work."
0,"Penny","Wow."
0,"Sheldon","Yeah, well, it is just some quantum mechanics, with a little string theory doodling around the edges. That part there, that is just a joke, it is a spoof of the Bourne-Oppenheimer approximation."
0,"Penny","So you are like, one of those, beautiful mind genius guys."
0,"Sheldon","Yeah."
0,"Penny","This is really impressive."
0,"Leonard","I have a board. If you like boards, this is my board."
0,"Penny","Holy smokes."
0,"Sheldon","If by holy smokes you mean a derivative restatement of the kind of stuff you can find scribbled on the wall of any men’s room at MIT, sure."
0,"Leonard","What?"
0,"Sheldon","Oh, come on. Who has not seen this differential below “here I sit broken hearted?”"
0,"Leonard","At least I did not have to invent twenty-six dimensions just to make the math come out."
0,"Sheldon","I did not invent them, they are there."
0,"Leonard","In what universe?"
0,"Sheldon","In all of them, that is the point."
0,"Penny","Uh, do you guys mind if I start?"
0,"Sheldon","Um, Penny, that is where I sit."
0,"Penny","So, sit next to me."
0,"Sheldon","No, I sit there."
0,"Penny","What is the difference?"
0,"Sheldon","What is the difference?"
0,"Leonard","Here we go."
0,"Sheldon","In the winter that seat is close enough to the radiator to remain warm, and yet not so close as to cause perspiration. In the summer it is directly in the path of a cross breeze created by open windows there, and there. It faces the television at an angle that is neither direct, thus discouraging conversation, nor so far wide to create a parallax distortion, I could go on, but I think I have made my point."
0,"Penny","Do you want me to move?"
0,"Sheldon","Well."
0,"Leonard","Just sit somewhere else."
0,"Sheldon","Fine."
0,"Leonard","Sheldon, sit!"
0,"Sheldon","Aaah!"
0,"Leonard","Well this is nice. We do not have a lot of company over."
0,"Sheldon","That is not true. Koothrapali and Wolowitz come over all the time."
0,"Leonard","Yes I now, but…"
0,"Sheldon","Tuesday night we played Klingon boggle until one in the morning."
0,"Leonard","Yes, I remember."
0,"Sheldon","I resent you saying we do not have company."
0,"Leonard","I am sorry."
0,"Sheldon","That is an antisocial implication."
0,"Leonard","I said I am sorry."
0,"Penny","So, Klingon boggle?"
0,"Leonard","Yeah, it is like regular boggle but, in Klingon. That is probably enough about us, tell us about you."
0,"Penny","Um, me, okay, I am Sagittarius, which probably tells you way more than you need to know."
0,"Sheldon","Yes, it tells us that you participate in the mass cultural delusion that the Sun’s apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality."
0,"Penny","Participate in the what?"
0,"Leonard","I think what Sheldon’s trying to say, is that Sagittarius would not have been our first guess."
0,"Penny","Oh, yeah, a lot of people think I am a water sign. Okay, let’s see, what else, oh, I am a vegetarian, oh, except for fish, and the occasional steak, I love steak."
0,"Sheldon","That is interesting. Leonard cannot process corn."
0,"Leonard","Wu-uh, do you have some sort of a job?"
0,"Penny","Oh, yeah, I am a waitress at the Cheesecake Factory."
0,"Leonard","Oh, okay. I love cheesecake."
0,"Sheldon","You are lactose intolerant."
0,"Leonard","I do not eat it, I just think it is a good idea."
0,"Penny","Oh, anyways, I am also writing a screenplay. It is about this sensitive girl who comes to L.A. from Lincoln Nebraska to be an actress, and winds up a waitress at the Cheesecake Factory."
0,"Leonard","So it is based on your life?"
0,"Penny","No, I am from Omaha."
0,"Leonard","Well, if that was a movie I would go see it."
0,"Penny","I know, right? Okay, let’s see, what else? Um, that is about it. That is the story of Penny."
0,"Leonard","Well it sounds wonderful."
0,"Penny","It was. Until I fell in love with a jerk."
0,"Sheldon","What is happening."
0,"Leonard","I do not know."
0,"Penny","Oh God, you know, four years I lived with him, four years, that is like as long as High School."
0,"Sheldon","It took you four years to get through High School?"
0,"Leonard","Do not."
0,"Penny","I just, I cannot believe I trusted him."
0,"Leonard","Should I say something? I feel like I should say something."
0,"Sheldon","You? No, you will only make it worse."
0,"Penny","You want to know the most pathetic part? Even though I hate his lying, cheating guts, I still love him. Is that crazy?"
0,"Sheldon","Yes."
0,"Leonard","No, it is not crazy it is, uh, uh, it is a paradox. And paradoxes are part of nature, think about light. Now if you look at Huygens, light is a wave, as confirmed by the double slit experiments, but then, along comes Albert Einstein and discovers that light behaves like particles too. Well, I did not make it worse."
0,"Penny","Oh, I am so sorry, I am such a mess, and on top of everything else I am all gross from moving and my stupid shower does not even work."
0,"Leonard","Our shower works."
0,"Penny","Really? Would it be totally weird if I used it?"
0,"Sheldon","Yes."
0,"Leonard","No."
0,"Sheldon","No?"
0,"Leonard","No."
0,"Sheldon","No."
0,"Leonard","It is right down the hall."
0,"Penny","Thanks. You guys are really sweet."
0,"Sheldon","Well this is an interesting development."
0,"Leonard","How so?"
0,"Sheldon","It has been some time since we have had a woman take her clothes off in our apartment."
0,"Leonard","That is not true, remember at Thanksgiving my grandmother with Alzheimer’s had that episode."
0,"Sheldon","Point taken. It has been some time since we have had a woman take her clothes off after which we did not want to rip our eyes out."
0,"Leonard","The worst part was watching her carve that turkey."
0,"Sheldon","So, what exactly are you trying to accomplish here?"
0,"Leonard","Excuse me?"
0,"Sheldon","That woman in there is not going to have sex with you."
0,"Leonard","Well I am not trying to have sex with her."
0,"Sheldon","Oh, good. Then you will not be disappointed."
0,"Leonard","What makes you think she would not have sex with me, I am a male and she is a female?"
0,"Sheldon","Yes, but not of the same species."
0,"Leonard","I am not going to engage in hypotheticals here, I am just trying to be a good neighbour."
0,"Sheldon","Oh, of course."
0,"Leonard","That is not to say that if a carnal relationship were to develop that I would not participate. However briefly."
0,"Sheldon","Do you think this possibility will be helped or hindered when she discovers your Luke Skywalker no-more-tears shampoo?"
0,"Leonard","It is Darth Vader shampoo. Luke Skywalker’s the conditioner."
0,"Howard","Wait till you see this."
0,"Raj","It is fantastic. Unbelievable."
0,"Leonard","See what?"
0,"Howard","It is a Stephen Hawking lecture from MIT in 1974."
0,"Leonard","This is not a good time."
0,"Howard","It is before he became a creepy computer voice:."
0,"Leonard","That is great, you guys have to go."
0,"Raj","Why?"
0,"Leonard","It is just not a good time."
0,"Sheldon","Leonard has a lady over."
0,"Howard","Yeah, right, your grandmother back in town?"
0,"Leonard","No. And she is not a lady, she is just a new neighbour."
0,"Howard","Hang on, there really is a lady here?"
0,"Leonard","Uh-huh."
0,"Howard","And you want us out because you are anticipating coitus?"
0,"Leonard","I am not anticipating coitus."
0,"Howard","So she is available for coitus?"
0,"Leonard","Can we please stop saying coitus?"
0,"Sheldon","Technically that would be coitus interruptus."
0,"Penny","Hey, is there a trick to getting it to switch from tub to shower. Oh. Hi, sorry. Hello!"
0,"Howard","Enchante Madamoiselle. Howard Wolowitz, Cal-Tech department of Applied Physics. You may be familiar with some of my work, it is currently orbiting Jupiter’s largest moon taking high-resolution digital photographs."
0,"Penny","Penny. I work at the Cheesecake Factory."
0,"Leonard","Come on, I will show you the trick with the shower."
0,"Howard","Bon douche."
0,"Penny","I am sorry?"
0,"Howard","It is French for good shower. It is a sentiment I can express in six languages."
0,"Leonard","Save it for your blog, Howard."
0,"Howard","See-ka-tong-guay-jow."
0,"Scene","In the bathroom."
0,"Leonard","Uh, there it goes, it sticks, I am sorry."
0,"Penny","Okay. Thanks."
0,"Leonard","You are welcome, oh, you are going to step right, okay, I will…."
0,"Penny","Hey, Leonard?"
0,"Leonard","The hair products are Sheldon’s."
0,"Penny","Um, okay. Can I ask you a favour."
0,"Leonard","A favour? Sure, you can ask me a favour, I would do you a favour for you."
0,"Penny","It is okay if you say no."
0,"Leonard","Oh, I will probably say yes."
0,"Penny","It is just not the kind of thing you ask a guy you have just met."
0,"Leonard","Wow."
0,"Scene","Leonard and Sheldon, Inside Leonard’s car"
0,"Sheldon","I really think we should examine the chain of causality here."
0,"Leonard","Must we?"
0,"Sheldon","Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman’s ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?"
0,"Leonard","She asked me to do her a favour, Sheldon."
0,"Sheldon","Ah, yes, well that may be the proximal cause of our journey, but we both know it only exists in contradistinction to the higher level distal cause."
0,"Leonard","Which is?"
0,"Sheldon","You think with your penis."
0,"Leonard","That is a biological impossibility and you did not have to come."
0,"Sheldon","Oh, right, yes, I could have stayed behind and watched Wolowitz try to hit on Penny in Russian, Arabic and Farsi. Why cannot she get her own TV."
0,"Leonard","Come on, you know how it is with break-ups."
0,"Sheldon","No I do not. And neither do you."
0,"Leonard","Wuh, I, I broke up with Joyce Kim."
0,"Sheldon","You did not break up with Joyce Kim, she defected to North Korea."
0,"Leonard","To mend her broken heart. This situation is much less complicated. There is some kind of dispute between Penny and her ex-boyfriend as to who gets custody of the TV. She just wanted to avoid having a scene with him."
0,"Sheldon","So we get to have a scene with him?"
0,"Leonard","No, Sheldon, there is not going to be a scene. There is two of us and one of him."
0,"Sheldon","Leonard, the two of us cannot even carry a TV."
0,"Scene","Back at the apartment."
0,"Penny","So, you guys work with Leonard and Sheldon at the University?"
0,"Penny","Uh, I am sorry, do you speak English?"
0,"Howard","Oh, he speaks English, he just cannot speak to women."
0,"Penny","Really, why?"
0,"Howard","He is kind of a nerd. Juice box?"
0,"Scene","Outside Penny’s old apartment building."
0,"Leonard","I will do the talking."
0,"Voice from buzzer","Yeah."
0,"Leonard","Hi, I am Leonard, this is Sheldon."
0,"Sheldon","Hello."
0,"Leonard","What did I just…. Uh, we are here to pick up Penny’s TV."
0,"Voice","Get lost."
0,"Sheldon","Okay, thanks for your time."
0,"Leonard","We are not going to give up just like that."
0,"Sheldon","Leonard, the TV is in the building, we have been denied access to the building, ergo we are done."
0,"Leonard","Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang."
0,"Sheldon","My apologies. What is your plan."
0,"Sheldon","It is just a privilege to watch your mind at work."
0,"Leonard","Come on, we have a combined IQ of 360, we should be able to figure out how to get into a stupid building."
0,"Sheldon","What do you think their combined IQ is?"
0,"Leonard","Just grab the door."
0,"Scene","Outside Penny’s ex-boyfriend’s apartment."
0,"Leonard","This is it. I will do the talking."
0,"Sheldon","Good thinking, I will just be the muscle."
0,"Enormous man","Yeah?"
0,"Leonard","I am Leonard, this is Sheldon."
0,"Sheldon","From the intercom."
0,"Man","How the hell did you get in the building?"
0,"Leonard","Oh. We are scientists."
0,"Sheldon","Tell him about our IQ."
0,"Scene","Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers."
0,"Sheldon","Leonard."
0,"Leonard","What?"
0,"Sheldon","My mom bought me those pants."
0,"Leonard","I am sorry."
0,"Sheldon","You are going to have to call her."
0,"Scene","On the stairs of Sheldon and Leonard’s building."
0,"Leonard","Sheldon, I am so sorry I dragged you through this."
0,"Sheldon","It is okay. It was not my first pantsing, and it will not be my last."
0,"Leonard","And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex."
0,"Sheldon","Well you got me out of my pants."
0,"Leonard","Anyway, I have learned my lesson. She is out of my league, I am done with her, I have got my work, one day I will win the Nobel Prize and then I will die alone."
0,"Sheldon","Do not think like that, you are not going to die alone."
0,"Leonard","Thank you Sheldon, you are a good friend."
0,"Sheldon","And you are certainly not going to win a Nobel Prize."
0,"Scene","Inside Sheldon and Leonard’s apartment."
0,"Howard","This is one of my favourite places to kick back after a quest, they have a great house ale."
0,"Penny","Wow, cool tiger."
0,"Howard","Yeah, I have had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest."
0,"Penny","Uh, sounds interesting."
0,"Howard","So you will think about it?"
0,"Penny","Oh, I do not think I will be able to stop thinking about it."
0,"Raj","Smooth."
0,"Leonard","We are home."
0,"Penny","Oh, my God, what happened?"
0,"Leonard","Well, your ex-boyfriend sends his regards and I think the rest is fairly self-explanatory."
0,"Penny","I am so sorry, I really thought if you guys went instead of me he would not be such an ass."
0,"Leonard","No, it was a valid hypothesis."
0,"Sheldon","That was a valid hypothesis? What is happening to you?"
0,"Penny","Really, thank you so much for going and trying you are, uh, you are so terrific. Why do not you put some clothes on, I will get my purse and dinner is on me, okay?"
0,"Leonard","Really? Great."
0,"Sheldon","Thank you. You are not done with her, are you?"
0,"Leonard","Our babies will be smart and beautiful."
0,"Sheldon","Not to mention imaginary."
0,"Scene","All five in Leonard’s car."
0,"Leonard","Is Thai food okay with you Penny?"
0,"Penny","Sure."
0,"Sheldon","We cannot have Thai food, we had Indian for lunch."
0,"Penny","So?"
0,"Sheldon","They are both curry based cuisines."
0,"Penny","So?"
0,"Sheldon","They would be gastronomically redundant. I can see we are going to have to spell out everything for this girl."
0,"Penny","Any ideas Raj?"
0,"Howard","Turn left on Lake Street and head up to Colorado. I know a wonderful little sushi bar that has karaoke."
0,"Penny","That sounds like fun."
0,"Howard","Baby, baby do not get hooked on me. Uh, baby, baby do not get hooked on me."
0,"Sheldon","I do not know what your odds are in the world as a whole, but as far as the population of this car goes, you are a veritable Mack Daddy."
1,"Scene","Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present."
1,"Leonard","There you go, Pad Thai, no peanuts."
1,"Howard","But does it have peanut oil?"
1,"Leonard","Uh, I am not sure, everyone keep an eye on Howard in case he starts to swell up."
1,"Sheldon","Since it is not bee season, you can have my epinephrine."
1,"Raj","Are there any chopsticks?"
1,"Sheldon","You do not need chopsticks, this is Thai food."
1,"Leonard","Here we go."
1,"Sheldon","Thailand has had the fork since the latter half of the nineteenth century. Interestingly they do not actually put the fork in their mouth, they use it to put the food on a spoon which then goes into their mouth."
1,"Leonard","Ask him for a napkin, I dare you. I will get it."
1,"Howard","Do I look puffy? I feel puffy."
1,"Penny","Hey Leonard."
1,"Leonard","Oh, hi Penny."
1,"Penny","Am I interrupting."
1,"Leonard","No."
1,"Sheldon","You are not swelling, Howard."
1,"Howard","No, no, look at my fingers, they are like Vienna sausages."
1,"Penny","Sounds like you have company."
1,"Leonard","They are not going anywhere. So, you are coming home from work. That is great. How was work."
1,"Penny","Well, you know, it is the Cheesecake Factory. People order cheesecake, and I bring it to them."
1,"Leonard","So, you sort of act as a carbohydrate delivery system."
1,"Penny","Yeah, call it whatever you want, I get minimum wage. Yeah, anyways, I was wondering if you could help me out with something, I was…."
1,"Leonard","Yes."
1,"Penny","Oh. Okay, great, I am having some furniture delivered tomorrow, and I may not be here, so…. Oh! Hel…hello!"
1,"Howard","."
1,"Penny","I am sorry?"
1,"Howard","Have not you ever been told how beautiful you are in flawless Russian?"
1,"Penny","No, I have not."
1,"Howard","Get used to it."
1,"Penny","Yeah, I probably will not, but… Hey Sheldon."
1,"Sheldon","Hi."
1,"Penny","Hey Raj! Still not talking to me, huh?"
1,"Sheldon","Do not take it personally, it is his pathology, he cannot talk to women."
1,"Howard","He cannot talk to attractive women, or in your case a cheesecake–scented Goddess!"
1,"Leonard","So, there is gonna be some furniture delivered?"
1,"Penny","Yeah, yeah, if it gets here and I am not here tomorrow could you just sign for it and have them put it in my apartment."
1,"Leonard","Yeah, no problem."
1,"Penny","Great, here’s my spare key. Thank you."
1,"Leonard","Penny, wait."
1,"Penny","Yeah?"
1,"Leonard","Um, if you do not have any other plans, do you want to join us for Thai food and a Superman movie marathon?"
1,"Penny","A marathon? Wow, how many Superman movies are there?"
1,"Sheldon","You are kidding, right?"
1,"Penny","Yeah, I do like the one where Lois Lane falls from the helicopter and Superman swooshes down and catches her, which one was that?"
1,"Leonard,Sheldon and Howard together","One. ."
1,"Sheldon","You realise that scene was rife with scientific inaccuracy."
1,"Penny","Yes, I know, men cannot fly."
1,"Sheldon","Oh no, let’s assume that they can. Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now travelling at approximately 120 miles per hour, hits them, and is immediately sliced into three equal pieces."
1,"Leonard","Unless, Superman matches her speed and decelerates."
1,"Sheldon","In what space, sir, in what space? She is two feet above the ground. Frankly, if he really loved her, he’d let her hit the pavement. It would be a more merciful death."
1,"Leonard","Excuse me, your entire argument is predicated on the assumption that Superman’s flight is a feat of strength."
1,"Sheldon","Are you listening to yourself, it is well established that Superman’s flight is a feat of strength, it is an extension of his ability to leap tall buildings, an ability he derives from Earth’s yellow Sun."
1,"Howard","Yeah, and you do not have a problem with that, how does he fly at night."
1,"Sheldon","Uh, a combination of the moon’s solar reflection and the energy storage capacity of Kryptonian skin cells."
1,"Penny","I am just going to go wash up."
1,"Leonard","I have 26 hundred comic books in there, I challenge you to find a single reference to Kryptonian skin cells."
1,"Sheldon","Challenge accepted. We are locked out."
1,"Raj","Also, the pretty girl left."
1,"Scene","Ground floor hallway of the apartment building. Leonard is signing for the delivery."
1,"Leonard","Okay, her apartment’s on the fourth floor but the elevator’s broken so you are going to have to oh, you are just going to be done, okay, cool, thanks. I guess we will just bring it up ourselves."
1,"Sheldon","I hardly think so."
1,"Leonard","Why not?"
1,"Sheldon","Well, we do not have a dolly, or lifting belts, or any measurable upper body strength."
1,"Leonard","We do not need strength, we are physicists. We are the intellectual descendents of Archimedes. Give me a fulcrum and a lever and I can move the Earth, it is just a matter… I do not have this… I do not have this I do not have this."
1,"Sheldon","Archimedes would be so proud."
1,"Leonard","Do you have any ideas?"
1,"Sheldon","Yes, but they all involve a green lantern and a power ring."
1,"Leonard","Easy, easy Okay! Now we have got an inclined plane. The force required to lift is reduced by the sine of the angle of the stairs, call it thirty degrees, so about half."
1,"Sheldon","Exactly half."
1,"Leonard","Exactly half. Let’s push. Okay, see, it is moving, this is easy, all in the math."
1,"Sheldon","What is your formula for the corner."
1,"Leonard","What? Oh, okay, uh, okay, yeah, no problem, just come up here and help me pull and turn."
1,"Sheldon","Ah, gravity, thou art a heartless bitch."
1,"Sheldon","You do understand that our efforts here will in no way increase the odds of you having sexual congress with this woman?"
1,"Leonard","Men do things for women without expecting sex."
1,"Sheldon","Yeah, those are men who just had sex."
1,"Leonard","I am doing this to be a good neighbour. In any case, there is no way it could lower the odds."
1,"Leonard","Almost there, almost there, almost there."
1,"Sheldon","No we are not, no we are not, no we are not."
1,"Scene","Inside Penny’s apartment. They are laying the package down on the floor."
1,"Sheldon","Watch your fingers. Watch your fingers. Oh God, my fingers!"
1,"Leonard","You okay?"
1,"Sheldon","No, it hurt… Great Caesar’s Ghost, look at this place?"
1,"Leonard","So Penny’s a little messy."
1,"Sheldon","A little messy? The Mandelbrot set of complex numbers is a little messy, this is chaos. Excuse me, explain to me an organisational system where a tray of flatware on a couch is valid. I am just inferring that this is a couch, because the evidence suggests the coffee table’s having a tiny garage sale."
1,"Leonard","Did it ever occur to you that not everyone has the compulsive need to sort, organise and label the entire world around them?"
1,"Sheldon","No."
1,"Leonard","Well they do not. Hard as it may be for you to believe, most people do not sort their breakfast cereal numerically by fibre content."
1,"Sheldon","Excuse me, but I think we have both found that helpful at times."
1,"Leonard","Come on, we should go."
1,"Sheldon","Hang on."
1,"Leonard","What are you doing?"
1,"Sheldon","Straightening up."
1,"Leonard","Sheldon, this is not your home."
1,"Sheldon","This is not anyone’s home, this is a swirling vortex of entropy."
1,"Leonard","When the transvestite lived here, you did not care how he kept the place."
1,"Sheldon","Because it was immaculate, I mean, you open that man’s closet, it was left to right, evening gowns, cocktail dresses, then his police uniforms."
1,"Leonard","What were you doing in his closet?"
1,"Sheldon","I helped run some cable for a webcam."
1,"Penny","Hey guys."
1,"Leonard","Oh, hey Penny, this just arrived, we just brought this up, just now."
1,"Penny","Great. Was it hard getting it up the stairs?"
1,"Sheldon",""
1,"Leonard","No."
1,"Sheldon","No?"
1,"Leonard","No."
1,"Sheldon","No."
1,"Leonard","Well, we will get out of your hair."
1,"Penny","Oh, great, thank you again ."
1,"Sheldon","Penny, I just want you to know that, you do not have to live like this. I am here for you."
1,"Penny","What is he talking about?"
1,"Leonard","It is a joke."
1,"Penny","I do not get it."
1,"Leonard","Yeah, he did not tell it right."
1,"Scene","Leonard’s bedroom, he is asleep. Sound of door opening and closing somewhere else is heard. Leonard wakes, puts on his glasses and looks at the clock. It is 2:16."
1,"Leonard","Sheldon?"
1,"Scene","The living room. Leonard enters carrying a light sabre."
1,"Leonard","Sheldon? Hello?"
1,"Scene","Penny’s apartment, penny is sleeping, Sheldon is cleaning. Leonard enters."
1,"Leonard","Sheldon!"
1,"Sheldon","Sssshhhh! Penny’s sleeping."
1,"Leonard","Are you insane, you cannot just break into a woman’s apartment in the middle of the night and clean."
1,"Sheldon","I had no choice. I could not sleep knowing that just outside my bedroom was our living room, and just outside our living room was that hallway, and immediately adjacent to that hallway was… this."
1,"Leonard","Do you realise that if Penny wakes up, there is no reasonable explanation as to why we are here?"
1,"Sheldon","I just gave you a reasonable explanation."
1,"Leonard","No, no. You gave me an explanation, it is reasonableness will be determined by a jury of your peers."
1,"Sheldon","Do not be ridiculous. I have no peers."
1,"Leonard","Sheldon, we have to get out of here."
1,"Sheldon","You might want to speak in a lower register."
1,"Leonard","What?"
1,"Sheldon","Evolution has made women sensitive to high pitched noises while they sleep, so that they will be roused by a crying baby. If you want to avoid waking her, speak in a lower register."
1,"Leonard","That is ridiculous."
1,"Sheldon","No, that is ridiculous."
1,"Leonard","Fine. I accept your premise, now please let’s go."
1,"Sheldon","I am not leaving until I am done."
1,"Leonard","O-o-o-oh! ."
1,"Sheldon","If you have time to lean, you have time to clean."
1,"Leonard","Oh, what the hell."
1,"Scene","Sheldon and Leonard’s living room, morning. Sheldon enters, singing to himself."
1,"Sheldon","Morning."
1,"Leonard","Morning."
1,"Sheldon","I have to say, I slept splendidly. Granted, not long, but just deeply and well."
1,"Leonard","I am not surprised. A well known folk cure for insomnia is to break into your neighbour’s apartment and clean."
1,"Sheldon","Sarcasm?"
1,"Leonard","You think?"
1,"Sheldon","Granted, my methods may have been somewhat unorthodox, but I think the end result will be a measurable enhancement of Penny’s quality of life."
1,"Leonard","You know what, you have convinced me, maybe tonight we should sneak in and shampoo her carpet."
1,"Sheldon","You do not think that crosses a line?"
1,"Leonard","Yes! For God’s sake, Sheldon, do I have to hold up a sarcasm sign every time I open my mouth."
1,"Sheldon","You have a sarcasm sign?"
1,"Leonard","No, I do not have a sarcasm sign."
1,"Sheldon","Do you want some cereal. I am feeling so good today I am going to choose from the low fibre end of the shelf. Hello, Honey Puffs."
1,"Penny","Son of a Bitch!"
1,"Leonard","Penny’s up."
1,"Penny","You sick, geeky bastards!"
1,"Leonard","How did she know it was us?"
1,"Sheldon","I may have left a suggested organisational schematic for her bedroom closet."
1,"Penny","Leonard!"
1,"Leonard","God, this is going to be bad."
1,"Sheldon","Goodbye, Honey Puffs, hello Big Bran."
1,"Penny","You came into my apartment last night when I was sleeping?"
1,"Leonard","Yes, but, only to clean."
1,"Sheldon","Really more to organise, you are not actually dirty, per se."
1,"Penny","Give me back my key."
1,"Leonard","I am very, very sorry."
1,"Penny","Do you understand how creepy this is."
1,"Leonard","Oh, yes, we discussed it at length last night."
1,"Penny","In my apartment, while I was sleeping."
